Job title,Company,Location,Job Description,Date posted ,Salary,qualification
Senior Engineer - Data Science,CAMBRIDGE TECHNOLOGY ENTERPRISES (CTE)4.457 Reviews,Hyderabad/Secunderabad,"From building entire infrastructures or platforms to solving complex IT challenges, Cambridge Technology helps businesses accelerate their digital transformation and become AI-first businesses. With over 20 years of expertise as a technology services company, we enable our customers to stay ahead of the curve by helping them figure out the perfect approach, solutions, and ecosystem for their business. Our experts help customers leverage the right AI, big data, cloud solutions, and intelligent platforms that will help them become and stay relevant in a rapidly changing world.

No. of Positions: 1

Skills required:
Minimum of 4 Years experience is required in data science.
A strong candidate will also possess many of the following characteristics:
Strong problem-solving skills with an emphasis on achieving proof-of-concept
Knowledge of statistical techniques and concepts (regression, statistical tests, etc.)
Knowledge of machine learning and deep learning fundamentals
Experience with Python implementations to build ML and deep learning algorithms (e.g., Pandas, Numpy, Sci-kit-learn, Stats Models, Keras, PyTorch, etc.)
Experience writing and debugging code in an IDE
Experience using managed web services (e.g., AWS, GCP, etc.)
Strong analytical and communication skills
Curiosity, flexibility, creativity, and a strong tolerance for ambiguity
Ability to learn new tools from documentation and internet resources
Ability to work from home with up to 20% travel to client sites

Roles and responsibilities :
You will work on a small, core team alongside other engineers and business leaders throughout Cambridge with the following responsibilities:
Collaborate with client-facing teams to design and build operational AI solutions for client engagements.
Identify relevant data sources for data wrangling and EDA
Identify model architectures to use for client business needs.
Build full-stack data science solutions up to MVP that can be deployed into existing client business processes or scaled up based on clear documentation.
Present findings to teammates and key stakeholders in a clear and repeatable manner.

Experience :
4-8 Yrs",None,15-30 Lacs P.A.,4 - 8 years
Data Science Engineer,"Evertz Microsystems, Ltd4.219 Reviews",Bangalore/Bengaluru,"Develop and deliver end-to-end data solutions as per the customer requirements
Drive customer satisfaction by delivering systems to an agreed specification
Routine reporting on project progress and issues to internal stakeholders
Fulfil ongoing and sustaining engineering support where needed
Requisite Qualifications:
Bachelors / Master s / PhD degree in a relevant field such as Engineering, Statistics, Computer Science, Data analytics or Data Sciences.
High proficiency in Python, SQL as the primary programming language.
Experience working in distributed computing environments like Spark
Preferred Qualifications:
Ability to efficiently, query data from structured and unstructured data source
Strong experience in PostgreSQL development Write advanced queries, stored procedures, cursors, functions triggers
Strong Experience in PostgreSQL queries optimization, database backup, recovery, and archiving
Experience in setting up ELK Stack (Elasticsearch, Logstash, Kibana stack) to process data from multiple data sources",None,Not Disclosed,5 - 8 years
Senior Data Science Analyst,Otis4.1520 Reviews,"Hyderabad/Secunderabad, Ahmedabad, Bangalore/Bengaluru","As an individual contributor you will be expected to:
Transform large raw data into business insights
Apply statistical methods to analyze the effect of pricing and sales decisions on business performance. Such as (but not limited to) clustering, price elasticity, forecasting, deal/lead scoring, Price Optimization, multi-variable regression models to identify factors influencing price, hit rate
Build and interpret machine learning models on real business data
Experience training the tool to adhere to best practices, optimization concepts
Experience working with pricing guidance or deal scoring tools
Present the results and the corresponding recommendations to the relevant stakeholders
Immerse yourself in very large data sets and complex problems
Maintain pricing guidance tool end to end and support business requirements
Monthly pricing guidance performance reporting with focus on areas of improvement


Education: Bachelor's or Master's in Engineering, data science, statistics, applied math or other related discipline
Qualification:
Minimum 3-7 years of experience in statistical concepts
Advanced experience building and implementing Machine Learning models in R and Python
Minimum 3-5 years of experience in data mapping, cleansing, modelling, and reporting in a business environment with large-scale complex datasets
Advanced knowledge of SQL and working with relational databases
Experience of data visualization software (Power BI)
Ability to learn new concepts quickly and translate them into practical applications
Ability to work independently and in teams
Ability to support the EST work hours
Ability to work in Cloud environment, Databricks or related tech stack",None,Not Disclosed,3 - 7 years
Manager - Data Science (NLP),Merck Sharp & Dohme (MSD)4.0217 Reviews,Pune,"Develop and deploy advanced NLP models to solve complex problems
Design and lead large-scale NLP projects, including setting technical direction, defining requirements, and managing project timelines
Analyze large and complex datasets using statistical and machine learning techniques, with a focus on NLP
Collaborate with cross-functional teams to design and implement NLP solutions that meet business requirements.
Develop and maintain NLP infrastructure, including data pipelines and model deployment pipelines.
Evaluate the performance of NLP models and provide recommendations for improvement.
Stay up-to-date with the latest developments in NLP research and apply them to improve existing models.
Manage and mentor junior data scientists, providing guidance on technical and professional development.
Present findings and insights to senior stakeholders in a clear and concise manner
Contribute to thought leadership in the field of NLP through publications and conference presentations.
Requirements:
PhD or Masters degree in Computer Science, Statistics, or a related field, with a focus on NLP
At least 4 years of experience in developing and deploying NLP models in real-world scenarios.
Expertise in statistical and machine learning techniques for NLP, including deep learning approaches such as Transformers and BERT
Strong programming skills in Python and experience with relevant libraries (e.g., spaCy, NLTK, Transformers, PyTorch)
Experience with cloud-based platforms (e.g., AWS, GCP, Azure)
Knowledge of data engineering concepts (e.g., ETL pipelines, SQL)
Experience with data analysis and visualization tools (e.g., pandas, Tableau)
Strong leadership and mentorship skills
Excellent written and verbal communication skills
Strong attention to detail and ability to work in a fast-paced environment.
Preferred:
Experience with open-source NLP frameworks (e.g., Hugging Face, AllenNLP)
Experience with speech recognition or natural language generation
Experience with data privacy and security considerations in NLP applications
Education Requirements:
Required: Bachelors degree with at least 4-7 years industry experience
Preferred: Advanced degree (MS, PhD) in a quantitative science or health field (e.g., computational biology, epidemiology, biostatistics, statistics, mathematics, physics, economics)",None,Not Disclosed,4 - 7 years
Assistant Manager / Lead Assistant Manager / Manager - Data Science,Huquo Consulting3.712 Reviews,"Bangalore/Bengaluru, Delhi / NCR","- Extremely Good In Python, Machine Learning, Sql And Predictive/ Statistical Modeling

- Data mining or extracting usable data from valuable data sources

- Using machine learning tools to select features, create and optimize classifiers

- Carrying out preprocessing of structured and unstructured data

- Enhancing data collection procedures to include all relevant information for developing analytic systems

- Processing, cleansing, and validating the integrity of data to be used for analysis

- Analyzing large amounts of information to find patterns and solutions

- Developing prediction systems and machine learning algorithms

- Presenting results in a clear manner

- Propose solutions and strategies to tackle business challenges

- Collaborate with Business and IT teams.",None,Not Disclosed,3 - 8 years
Lead-Data Science,Innovaccer3.3200 Reviews,Noida,"As an Lead Data Science your role is to understand healthcare data and leverage the data to build algorithms to personalize treatments based on the clinical and behavioral history of patients. We are looking for a superstar who will define and build the next generation of predictive analytics tools in healthcare.
A Day in the Life
Design and lead the development of various artificial intelligence initiatives to help improve health and wellness of patients
Work with the business leaders and customers to understand their pain-points and build large-scale solutions for them.
Define technical architecture to productize Innovaccer s machine-learning algorithms and take them to market with partnerships with different organizations
Work with our data platform and applications team to help them successfully integrate the data science capability or algorithms in their product/workflows.
Work with customers and BI experts to build out reports and dashboards that are most useful to customers
Work with development teams to build tools for repeatable data tasks that will accelerate and automate development cycle.
Define and execute on the roadmap
What You Need
Master s in computer science, computer engineering, or other relevant fields (PhD Preferred)
5 years of experience in Data Science (healthcare experience will be a plus)
Strong hands-on experience in Python
Experience in Deep Learning Frameworks like Keras, TensorFlow
Experience with Sequence Models
Experience in NLP libraries like spaCy, NLTK, StanfordNLP
Experience in developing and deploying production ready models
Possess a customer-focused attitude through conversations and documentation
Coordinate management activities with others on the team
Hands-on ability to set up reporting tools and build reports and ad hoc functionality
Strong written and spoken communication skills
Key Skills:
Natural Language Processing (NLP)
MLOps
Python
SQL
AWS/Azure Cloud",None,Not Disclosed,2 - 4 years
Data Science Manager,Seven Consultancy (HR Solution)4.22 Reviews,Bangalore/Bengaluru,"1.Python Programming
2.Strong OOPS Concepts
3.Strong knowledge in CS fundamentals - Datastructures, algorithm design Problem-solving
4.Experience in workflow management platforms like - Apache Airflow, pachyderm, MLFlow
5.AWS Lambda, Step Functions, State Machines, setting up data pipelines.
6.Must have experience in working in a Rapid Prototyping environment. Be able to take the initiative and work with minimum guidance and requirements.
7.Experience in Machine Learning - Pandas, Scikit-Learn, EDA, PCA, other Data preprocessing techniques
8.Experience in any Infrastructure as code platform like Terraform, AWS CloudFormation.",None,Not Disclosed,5 - 10 years
Engineer III Consultants-Data Science,Verizon4.21014 Reviews,Chennai,"The Artificial Intelligence Data (AID) Organization is an exciting center of excellence supporting all of Verizon, reporting to the Global Technology team.
Our team will be a catalyst to Verizon\s future in creating networks that move the world forward through the power of Artificial Intelligence Data.
We have begun a comprehensive program to move beyond compiling data and help tell the story behind the numbers.
Network Analytics enablement as a core competency, you will be working with telecom network platforms modeling potential proof of concepts to improve the customer experience.
You will be building Network, Finance, and Market intelligence-based Digital Twin products for the organization and driving business intelligence
Outstanding interpersonal and problem-solving skills.
Driving data science use cases across the portfolios and teams.
Identifying and defining new process improvement and or business opportunities.
Managing internal/external stakeholders and executive leadership.
Building a culture of innovation with cross-functional teams.
Participating in internal and external forums.
Mentoring and Molding team with guidance and support in modeling and delivery.
Working closely with management to prioritize business and information needs.
Decision-making ability with minimal support in the execution and delivery of use cases.
Gathering/Focusing on functional and non-functional requirements from business stakeholders.
Performing ad-hoc analysis and developing reproducible analytical approaches to meet business requirements.
Becoming the Subject Matter Expert on assigned models.   
What we re looking for...
You are a master at analyzing data
You thrive in an environment where enormous volumes of data are generated at rapid speed
You re a creative thinker who likes to explore and uncover issues
You are decisive
You are great at influencing across groups, and you take satisfaction in generating strategic business insights
You ll need to have:
Bachelor s degree or four or more years of work experience.
Four or more years of relevant work experience.
Experience in applying statistical ideas and methods to data sets to answer business problems.
Experience in building AI/ML models and operationalizing them.
Experience with developing insights, presenting, and influencing strategic decisions using data.
Experience in Relational Databases and writing complex queries to extract the data.
Even better if you have one or more of the following:
Bachelors or Master s degree withStatistics as major.
Data Science Certifications.
Knowledge in Python, Spark, SQL, and Linux.
BigData Experience.
Data Engineering Knowledge.
Experience in tools like KNIME, GIT, JIRA, Data Robot, Tableau, etc.",None,Not Disclosed,3 - 6 years
Engineer III Consultants-Data Science,Verizon4.21014 Reviews,Hyderabad/Secunderabad,"The Artificial Intelligence Data (AID) Organization is an exciting center of excellence supporting all of Verizon, reporting to the Global Technology team.
Our team will be a catalyst to Verizon\s future in creating networks that move the world forward through the power of Artificial Intelligence Data.
We have begun a comprehensive program to move beyond compiling data and help tell the story behind the numbers.
Network Analytics enablement as a core competency, you will be working with telecom network platforms modeling potential proof of concepts to improve the customer experience.
You will be building Network, Finance, and Market intelligence-based Digital Twin products for the organization and driving business intelligence
Outstanding interpersonal and problem-solving skills.
Driving data science use cases across the portfolios and teams.
Identifying and defining new process improvement and or business opportunities.
Managing internal/external stakeholders and executive leadership.
Building a culture of innovation with cross-functional teams.
Participating in internal and external forums.
Mentoring and Molding team with guidance and support in modeling and delivery.
Working closely with management to prioritize business and information needs.
Decision-making ability with minimal support in the execution and delivery of use cases.
Gathering/Focusing on functional and non-functional requirements from business stakeholders.
Performing ad-hoc analysis and developing reproducible analytical approaches to meet business requirements.
Becoming the Subject Matter Expert on assigned models.
What we re looking for...
You are a master at analyzing data. You thrive in an environment where enormous volumes of data are generated at rapid speed. You re a creative thinker who likes to explore and uncover issues. You are decisive. You are great at influencing across groups, and you take satisfaction in generating strategic business insights.

You ll need to have:
Bachelor s degree or four or more years of work experience.
Four or more years of relevant work experience.
Experience in applying statistical ideas and methods to data sets to answer business problems.
Experience in building AI/ML models and operationalizing them.
Experience with developing insights, presenting, and influencing strategic decisions using data.
Experience in Relational Databases and writing complex queries to extract the data.
Even better if you have one or more of the following:
Bachelors or Master s degree withStatistics as major.
Data Science Certifications.
Knowledge in Python, Spark, SQL, and Linux.
BigData Experience.
Data Engineering Knowledge.
Experience in tools like KNIME, GIT, JIRA, Data Robot, Tableau, etc.",None,Not Disclosed,3 - 6 years
Data Scientist | Business Analyst Science | Data Analyst,Megara Infotech,"Rohtak, Dharuhera, Kanpur, Gurgaon/Gurugram, Bangalore/Bengaluru, Delhi / NCR","Practical Knowledge in MIS & Data Analyst.
Knowledge in Python codes.
Knowledge data base management and Hadoop/Spark, SQL, HIVE, Python (expertise).
Knowledge in VBA Macros.
Knowledge in Tableau, R Programming, Power BI, Machine Learning etc...

Required Candidate profile
Good Communication Skills
Male/Female, Fresher can apply.

Note: Data Science/Analyst Practical Knowledge Required.",None,1.5-2.5 Lacs P.A.,0 - 1 years
Data Scientist | Business Analyst Science | Data Analyst,Megara Infotech,"Bhubaneswar, Mumbai, Hyderabad/Secunderabad, Gurgaon/Gurugram, Bangalore/Bengaluru, Delhi / NCR","Practical Knowledge in MIS & Data Analyst.
Knowledge in Python codes.
Knowledge data base management and Hadoop/Spark, SQL, HIVE, Python (expertise).
Knowledge in VBA Macros.
Knowledge in Tableau, R Programming, Power BI, Machine Learning etc...

Required Candidate profile
Good Communication Skills
Male/Female, Fresher can apply.

Note: Data Science/Analyst Practical Knowledge Required.",None,1.5-2.5 Lacs P.A.,0 - 1 years
Business Analyst - Data Science,PayU4.0277 Reviews,Bangalore/Bengaluru,"The Opportunity:
Own and execute audience analytics projects by building deep insights driven user personas and best-in-class audience insights platform
Work with client for audience analytics practice from understanding requirements to campaign execution and tracking.
Work closely with PayU internal partners (e.g. Business and Technology teams) to design and implement optimal solutions
Opportunity to work on exceptional projects using cutting edge technology in a big data environment
Requirements to be successful in this role:
A degree in Statistics, Computer Science, Mathematics or other similar quantitative field from a premier institute
Should have 4+ year work experience in analytics
Good experience in deriving insights and/or building machine learning in R/Python and SQL
Should have technical project execution experience
Excellent stakeholder management skills and demonstrated focus for customer satisfaction
Strong problem-solving skills with the ability to understand and execute complex analysis
Detail oriented with strong organizational skills. Ability to function in a high volume setting with tight deadlines
High-energy individual with a go-getter instinct and positive attitude.
Should be a great teammate who promotes knowledge-sharing
Inspired
Are you ready to utilize your skills and expertise to build value and enrich communities across the globeEngage with us to discuss further.",None,Not Disclosed,4 - 9 years
Data Science- Senior Software Engineer / Associate Tech Lead,Harbinger Systems3.689 Reviews,Pune( Baner ),"Roles and Responsibilities :

Skills Required:
Python, NLP, CNN, RNN (LSTM), Transformers (BERT, Roberta, GPT, T5, etc), SpaCy, Fast API/Flask, Docker, Cloud technologies like AWS, Azure.
MANDATORY Project hands-on experience: using NLP Transformers (BERT, Roberta, GPT, T5)
Should be able to do R&D on fine-tuning pre-trained models like BERT, Roberta, T5
Should be able to map and implement the right algorithms for NLP tasks.
Develop, Train, fine-tune and deploy NLP, machine translation, and transcription models.
Experience in data mining
Should have 3-5 years of IT industry experience out of which 2 years of relevant experience in Advanced NLP.
A graduate degree in computer science or a related field; a Master's in data science/Statistics would be an advantage.

Job Location: Baner, Pune

Perks and Benefits

Hybrid Working (2 days working from office & 3 days remote working)",None,Not Disclosed,3 - 5 years
L&D Trainer - Python & Data Science/Data Analytics,AVE-Promagne Business Solutions,"Kolkata, Mumbai, Hyderabad/Secunderabad, Pune, Chennai, Ahmedabad, Delhi / NCR, Bangalore/Bengaluru","L&D Trainer - Python & Data Science

Skill Set : ms office, data analytics, operating systems, presentation skills, r programming.

Roles & Responsibilities :
- TRAINER - DATA ANALYTICS - Remote/WFH

JOB DESCRIPTION :
- Must have very strong concepts of Data Analytics
- 2 to 6 years of experience in imparting technical training/mentoring
- Must have good knowledge of SQL and Advanced SQL
- Should have basic knowledge of Statistics
- Must have hands-on and training experience on Python, Advanced Python, R programming, SAS and machine learning
- Should be good in Operating systems GNU/Linux, Network fundamentals,
- Must have knowledge on MS office (Excel/ Word/ PowerPoint)
- Self-Motivated and passionate about technology
- Excellent analytical and logical skills and team player
- Must have exceptional Communication Skills/Presentation Skills
- Good Aptitude skills is preferred

Responsibilities :
- Ability to quickly learn any new technology and impart the same to other employees
- Ability to resolve all technical queries of students
- Conduct training sessions and drive the placement driven quality in the training
- Must be able to work independently without the supervision of a senior person
- Participate in reviews/meetings

Qualification :
- UG ; Any Graduate in IT/Computer Science, B.Tech/B.E. IT/Computers
- PG ; MCA/MS/MSC Computer Science
- Any Graduate/Post graduate, provided they are certified in similar courses",None,Not Disclosed,9 - 14 years
L&D Trainer - Python & Data Science/Data Analytics,AVE-Promagne Business Solutions,"Kolkata, Mumbai, Hyderabad/Secunderabad, Pune, Chennai, Ahmedabad, Delhi / NCR, Bangalore/Bengaluru","L&D Trainer - Python & Data Science

Skill Set : ms office, data analytics, operating systems, presentation skills, r programming.

Roles & Responsibilities :

- TRAINER - DATA ANALYTICS - Remote/WFH

JOB DESCRIPTION :

- Must have very strong concepts of Data Analytics

- 2 to 6 years of experience in imparting technical training/mentoring

- Must have good knowledge of SQL and Advanced SQL

- Should have basic knowledge of Statistics

- Must have hands-on and training experience on Python, Advanced Python, R programming, SAS and machine learning

- Should be good in Operating systems GNU/Linux, Network fundamentals,

- Must have knowledge on MS office (Excel/ Word/ PowerPoint)

- Self-Motivated and passionate about technology

- Excellent analytical and logical skills and team player

- Must have exceptional Communication Skills/Presentation Skills

- Good Aptitude skills is preferred

Responsibilities :

- Ability to quickly learn any new technology and impart the same to other employees

- Ability to resolve all technical queries of students

- Conduct training sessions and drive the placement driven quality in the training

- Must be able to work independently without the supervision of a senior person

- Participate in reviews/meetings

Qualification :

- UG ; Any Graduate in IT/Computer Science, B.Tech/B.E. IT/Computers

- PG ; MCA/MS/MSC Computer Science

- Any Graduate/Post graduate, provided they are certified in similar courses",None,Not Disclosed,9 - 14 years
Assistant Manager/Manager - Data Science - IT,Huquo Consulting,"Delhi / NCR, Bangalore/Bengaluru","- EXTREMELY GOOD IN PYTHON,MACHINE LEARNING,SQL AND PREDICTIVE/STATISTICAL MODELING

- Data mining or extracting usable data from valuable data sources

- Using machine learning tools to select features, create and optimize classifiers

- Carrying out preprocessing of structured and unstructured data

- Enhancing data collection procedures to include all relevant information for developing analytic systems

- Processing, cleansing, and validating the integrity of data to be used for analysis

- Analyzing large amounts of information to find patterns and solutions

- Developing prediction systems and machine learning algorithms

- Presenting results in a clear manner

- Propose solutions and strategies to tackle business challenges

- Collaborate with Business and IT teams",None,Not Disclosed,3 - 8 years
Data Science Intern,Wow Labz4.54 Reviews,Bangalore/Bengaluru,"What are we looking for
We are looking for Data Science enthusiasts who are geeks at heart and passionate about programming and machine learning. You should have a research mindset and be willing to challenge yourself to learn everyday.
In this role, you should be highly analytical, with a knack for analysis, mathematics and statistics. Critical thinking and problem-solving skills are essential for interpreting data.
Your Responsibilities:
Help us in annotation of dataset for yolo and Name Entity Recognition(NER) models.
You will be trained on using image annotation tools like LabelImg and text annotation tools like doccano to serve the needs for development of our internal products.
Learn and implement data munging and mining using state-of-the-art methods.
Doing ad-hoc analysis and presenting results in a clear manner.
Freedom and opportunities to learn and introduce new tools, libraries and coding standards.
About you: You are an ideal fit if:
You have been part of any startup before or have tried to work on your own startup
You had been placed via the on-campus recruitment drives, but chose to do something of your own you truly, deeply and passionately believed in.
You have what it takes to code in real time, with very limited references using stackoverflow, google, geeksforgeeks etc
You have a habit of solving problems in your free time
You want to flex your coding skills share your github projects, assignments and Kaggle/ Hackerank profile URLs
You read a tech book every now and then to up-skill yourself
Self-motivated to proactively adapt to continuous learning
Core Skills:
0-1 years of hands-on experience of data mining with semi-structured or structured data.
0-1 years of hands-on experience with Python, SQL, R(Not mandatory)
0-1 years of hands-on experience in using Python based machine learning packages and libraries.
You are willing to be trained on analysing various data forms to capture important data from it.",None,Not Disclosed,0 - 1 years
Senior Engineer Consultant Data Science,Verizon4.21014 Reviews,Bangalore/Bengaluru,"Using data creatively to understand our customer behavior to personalize and enhance their experience.
Partnering with others across the business to build machine learning models, prototypes, and new approaches for studying consumer behavior.
Designing experiments to confirm our assumptions and answer our questions.
Designing creative approaches using data analytic and AI/ML techniques to uncover the most valuable opportunities for cost and time-savings.
Consulting and communicating with cross-functional stakeholders and senior leaders on insights, trends, and data-driven recommendations and solutions.
Finding ways to improve customer experience by developing statistical models, creating libraries, utilities and code.
You ll need to have:
Bachelors degree or four or more years of work experience.
Four or more years of relevant work experience.
Experience with Python.
Experience with R, JMP or MatLab.
Experience with SQL.
Experience analyzing large data sets.
Experience with applied statistics including regression models.
Experience developing machine learning models.
Even better if you have one or more of the following:
A degree in Mathematics, Statistics, Physics, Engineering, Computer Science, Data Science, Economics.
Experience with Tableau or similar visual analysis tool.
Experience with SPLUNK.
Experience developing visually compelling, interactive dashboards.",None,Not Disclosed,4 - 9 years
Senior Engineer Consultant-Data Science,Verizon4.21014 Reviews,Bangalore/Bengaluru,"Driving data-derived insights across the wide range of problem statement across business domain by developing advanced statistical models, machine learning algorithms and computational algorithms based on business initiatives.
Directing the gathering of data, assessing data validity and synthesizing data into large analytics datasets to support project goals.
Analysing structured and unstructured data using data mining/statistical/machine learning/deep learning tools, Data visualization, Digital/Web analytics tools and techniques and storytelling.
Building and training statistical models and machine learning algorithms.
Performing tasks related to Operationalization - eg wrapper script, REST service, Trigger, Monitoring etc.
Preparation of all the supporting documents and reports.
Mentoring / Guiding one or more members in the team on technical aspects, on need basis.
You'll need to have:
Bachelors degree or four or more years of work experience.
Four or more years of relevant work experience.
Four or more years of experience in analytics / predictive modelling in a consulting role.
Experience in all phases of end-to-end Analytics project, such as (but not limited to): Ingestion, Munging, Model Building, Validation, Operationalization, Monitoring.
Experience in building model using statistical techniques such as Supervised and Unsupervised Machine Learning models, Deep learning, Text classification etc.
Even better if you have one or more of the following:
Masters degree in Quantitative.
Experience in working in analytical projects in telecom domain.
Good accuracy and attention to detail.
Experience in data lake (hadoop), SQL, ETL.
Strong problem solving, analytical, and research skills.
Strong communication skills.
Experience in presenting to and influencing functional leaders and stakeholders.
Ability to work effectively independently and willingness to learn new technologies.
Ability working with cross-functional teams in a dynamic environment.
Ability to be self-starter with an eye for detail.",None,Not Disclosed,4 - 9 years
"Sr. Analyst, Analytics and Data Science",Transunion4.2176 Reviews,"Mumbai, Chennai","Lead dashboard and report development, model creation, and data analysis
Understand data and concepts thoroughly while building dashboards and story boards, and utilize ML to convert that advanced understanding to uncover richer insights and generate more utility from the data
Use advanced statistical techniques to answer a wide variety of requests from operations, product, finance, audit, compliance, and other stakeholders across the company
Develop Operational forecasts for call, data, and if needed finance, and assist Operations and Vendor Management in staffing and capacity planning; monitor accuracies and improve forecast models
Support work on updating and monitoring data pipelines managed by Data Engineering teams to bring data to data warehouse for analytics needs
Contribute to data governance and management understanding traceability, lineage, and data quality for the data sets under the team s ownership
Analyze root causes, understand data, processes and a conceptual level connecting to the business and customers and not simply apply the tools and techniques
Document analysis, queries, logic, requirements, and data discussions with stakeholders for knowledge management and transfer across the team(s)
Be very thorough in answering and retaining information for compliance and regulatory needs
Clear and frequent communication with stakeholders, and excellent presentation skills
Estimate the timelines needed and meeting the estimates provided
Translate the business needs to technical needs, and also, the technical concepts to business users in an easily understandable way
Occasionally, attend to requests that need a short-turn around or have a set deadline by the regulators without compromising accuracy, quality, or integrity
Participate in org-wide data science community conversations and presentations
Self-motivated with an ability to work under minimal supervision.
Knowledge of credit reporting is highly advantageous.
Impact Youll Make:
Qualifications
Undergrad in technology or data science, Masters would be an advantage
5+ years of experience in advanced SQL, Tableau or another BI tool, Excel
R or Python and automation for reporting; hands-on experience in various data preparation, analysis, visualization, and modeling packages
Understanding of data bases, query optimizations, working with large data sets
Understanding of machine learning concepts and some hands on experience with data preparation, model preparation etc is beneficial
Utilizing Github for maintaining code, Confluence, JIRA or SharePoint for knowledge management",None,Not Disclosed,5 - 8 years
